Country,DistribSI,T.Start.abs,T.End.abs,Mean_R,Quantile_2.5,Quantile_97.5
Brazil,Gamma,01/08/2015,29/08/2015,0.587828440753312,0.552617675461396,0.641468336115169
Brazil,Gamma,08/08/2015,05/09/2015,0.519786004894326,0.465323050458102,0.593143341797752
Brazil,Gamma,15/08/2015,12/09/2015,0.514107597221337,0.444589587423934,0.600547685086548
Brazil,Gamma,22/08/2015,19/09/2015,0.531942654156939,0.453176968969704,0.62284214802617
Brazil,Gamma,29/08/2015,26/09/2015,0.579050366918034,0.494635586632301,0.670350382874512
Brazil,Gamma,05/09/2015,03/10/2015,0.655064345344374,0.566675689140943,0.745167922642552
Brazil,Gamma,12/09/2015,10/10/2015,0.72170955346416,0.638694886294757,0.802844713673107
Brazil,Gamma,19/09/2015,17/10/2015,0.756630158215727,0.686339126802899,0.822368555803526
Brazil,Gamma,26/09/2015,24/10/2015,0.814059171347596,0.752765319237298,0.873693301018309
Brazil,Gamma,03/10/2015,31/10/2015,0.906646910993513,0.847983749697983,0.964292216440632
Brazil,Gamma,10/10/2015,07/11/2015,0.984791241676279,0.934146296583782,1.03305681027346
Brazil,Gamma,17/10/2015,14/11/2015,1.13355988912798,1.08854546237034,1.17758024026408
Brazil,Gamma,24/10/2015,21/11/2015,1.38838947105963,1.3227492350446,1.44434192019527
Brazil,Gamma,31/10/2015,28/11/2015,1.81529909841826,1.64965333930291,1.93920587858124
Brazil,Gamma,07/11/2015,05/12/2015,2.34749953204152,1.98519066846502,2.65768705995561
Brazil,Gamma,14/11/2015,12/12/2015,2.45578280416801,1.93100860682129,2.98559978926098
Brazil,Gamma,21/11/2015,19/12/2015,2.20939026249848,1.72720832505165,2.79580455690955
Brazil,Gamma,28/11/2015,26/12/2015,1.87563077813115,1.52799610985173,2.32311635020466
Brazil,Gamma,05/12/2015,02/01/2016,1.5657758035986,1.33783514804832,1.85556363640018
Brazil,Gamma,12/12/2015,09/01/2016,1.40920169721595,1.26259678332186,1.5969521103369
Brazil,Gamma,19/12/2015,16/01/2016,1.32096521513853,1.21901545003208,1.44439300451178
Brazil,Gamma,26/12/2015,23/01/2016,1.27294795438622,1.1905185360091,1.365662025011
Brazil,Gamma,02/01/2016,30/01/2016,1.27177742892265,1.19954456983111,1.35042571648709
Brazil,Gamma,09/01/2016,06/02/2016,1.31063161380664,1.23668822239277,1.38562161848094
Brazil,Gamma,16/01/2016,13/02/2016,1.28939774376232,1.20575110057695,1.36923771526395
Brazil,Gamma,23/01/2016,20/02/2016,1.34714473049924,1.26176869315691,1.43812702002816
Brazil,Gamma,30/01/2016,27/02/2016,1.34690864130197,1.25335411538346,1.43725132193653
Brazil,Gamma,06/02/2016,05/03/2016,1.28134768473352,1.18660539561357,1.37836244389502
Brazil,Gamma,13/02/2016,12/03/2016,1.14096192377455,1.07144750576266,1.22178104126236
Brazil,Gamma,20/02/2016,19/03/2016,0.984824454814807,0.948702713625507,1.0328102172972
Brazil,Gamma,27/02/2016,26/03/2016,0.791557060713376,0.772525157617043,0.812119632533875
Brazil,Gamma,05/03/2016,02/04/2016,0.65978632916704,0.633283059088566,0.702922164009722
Brazil,Gamma,12/03/2016,09/04/2016,0.540027815661316,0.496528150556751,0.600257236536971
Brazil,Gamma,19/03/2016,16/04/2016,0.465488516179566,0.411218919044706,0.536834653074153
Brazil,Gamma,26/03/2016,23/04/2016,0.425113021543293,0.361833477228297,0.506262995358429
Brazil,Gamma,02/04/2016,30/04/2016,0.396033024874487,0.328066259576528,0.479777294028567
Brazil,Gamma,09/04/2016,07/05/2016,0.341839084618778,0.278626103145992,0.418061774966642
Brazil,Gamma,16/04/2016,14/05/2016,0.329008281720395,0.263340208804716,0.410383371549037
Brazil,Gamma,23/04/2016,21/05/2016,0.329656367699603,0.257358534549334,0.419068644523256
Colombia,Gamma,26/09/2015,24/10/2015,3.52744816709436,2.36605574971003,5.66475671359342
Colombia,Gamma,03/10/2015,31/10/2015,2.84587226278343,2.06031965281544,4.03728498723651
Colombia,Gamma,10/10/2015,07/11/2015,2.61842739944435,1.99345367405904,3.54758103967816
Colombia,Gamma,17/10/2015,14/11/2015,2.97077440126985,2.32303512190671,3.8666806283994
Colombia,Gamma,24/10/2015,21/11/2015,2.91426254957877,2.1801076043442,3.81907888813173
Colombia,Gamma,31/10/2015,28/11/2015,2.5139418842521,1.88143155153118,3.4085332732673
Colombia,Gamma,07/11/2015,05/12/2015,2.21437640420795,1.74876201802545,2.91209820114759
Colombia,Gamma,14/11/2015,12/12/2015,1.89379691125613,1.55614522430955,2.36451140010687
Colombia,Gamma,21/11/2015,19/12/2015,1.63091569449442,1.38998258629723,1.96668408460274
Colombia,Gamma,28/11/2015,26/12/2015,1.40814438702421,1.25048762580056,1.62779338320819
Colombia,Gamma,05/12/2015,02/01/2016,1.26442940988984,1.16215448746599,1.40361624182719
Colombia,Gamma,12/12/2015,09/01/2016,1.26967949365244,1.19789918138476,1.36460047370659
Colombia,Gamma,19/12/2015,16/01/2016,1.36667268586418,1.29358116193354,1.44623599734979
Colombia,Gamma,26/12/2015,23/01/2016,1.51888829164496,1.40511271918371,1.62716238276853
Colombia,Gamma,02/01/2016,30/01/2016,1.72602541063748,1.55083367558396,1.90549256066692
Colombia,Gamma,09/01/2016,06/02/2016,1.82836580345733,1.58723646222051,2.08566841645797
Colombia,Gamma,16/01/2016,13/02/2016,1.66371127279233,1.42156472653473,1.95259465336779
Colombia,Gamma,23/01/2016,20/02/2016,1.42248762051364,1.24919267563254,1.66533333437377
Colombia,Gamma,30/01/2016,27/02/2016,1.18041775614357,1.08379422727131,1.32090275038688
Colombia,Gamma,06/02/2016,05/03/2016,0.991291385995485,0.945610972629696,1.05851803090492
Colombia,Gamma,13/02/2016,12/03/2016,0.847493939989598,0.823030786097298,0.877111943807901
Colombia,Gamma,20/02/2016,19/03/2016,0.761035733099789,0.731091219088057,0.799994792314305
Colombia,Gamma,27/02/2016,26/03/2016,0.714471014609216,0.669209645145528,0.766401683553457
Colombia,Gamma,05/03/2016,02/04/2016,0.776310144225985,0.713280695608665,0.841903569476018
Colombia,Gamma,12/03/2016,09/04/2016,0.830986839994221,0.763623960632075,0.889669837795281
Colombia,Gamma,19/03/2016,16/04/2016,0.884385292112073,0.832576164716859,0.926246544390997
Colombia,Gamma,26/03/2016,23/04/2016,0.940910197467073,0.901871616475387,0.972363883758345
Colombia,Gamma,02/04/2016,30/04/2016,0.998449891004588,0.969334228708641,1.02260543547028
Colombia,Gamma,09/04/2016,07/05/2016,0.939325349043328,0.91972674557628,0.957647888666694
