Country,DistribSI,T.Start.abs,T.End.abs,Mean_R,Quantile_2.5,Quantile_97.5
Bolivia,Gamma,26/03/2016,23/04/2016,1.57985900333967,1.10243266182061,2.1705583293834
Bolivia,Gamma,02/04/2016,30/04/2016,1.66692732444313,1.24486987526862,2.18190870834531
Bolivia,Gamma,09/04/2016,07/05/2016,1.20239618215779,0.886011895147213,1.57104861230893
Bolivia,Gamma,16/04/2016,14/05/2016,0.819772689611367,0.588126596009296,1.0927647502466
Brazil,Gamma,10/01/2015,07/02/2015,2.57586633453081,1.88040479831381,3.60795367175569
Brazil,Gamma,17/01/2015,14/02/2015,2.0490127076413,1.60262456680233,2.61840659990228
Brazil,Gamma,24/01/2015,21/02/2015,2.1456227349148,1.77144013009276,2.61480424065922
Brazil,Gamma,31/01/2015,28/02/2015,2.09371399352348,1.71805684235939,2.49095918597244
Brazil,Gamma,07/02/2015,07/03/2015,2.22675368244987,1.81753594708353,2.68597901697989
Brazil,Gamma,14/02/2015,14/03/2015,2.41260710457538,1.9525155290336,2.91896402151563
Brazil,Gamma,21/02/2015,21/03/2015,2.52615272212252,1.99082088377735,3.11226042815735
Brazil,Gamma,28/02/2015,28/03/2015,2.51495332862459,1.95803465434393,3.16334672618682
Brazil,Gamma,07/03/2015,04/04/2015,2.12959391755797,1.66550274510265,2.68645410508052
Brazil,Gamma,14/03/2015,11/04/2015,1.8443806865885,1.51512206479846,2.27299630432497
Brazil,Gamma,21/03/2015,18/04/2015,1.99565134317766,1.7184020813741,2.34528862898153
Brazil,Gamma,28/03/2015,25/04/2015,1.81875123774183,1.52853137402753,2.10790010028876
Brazil,Gamma,04/04/2015,02/05/2015,1.71007830211208,1.45606868293813,2.01498390640166
Brazil,Gamma,11/04/2015,09/05/2015,1.7436299539641,1.5302244923206,2.00132027078954
Brazil,Gamma,18/04/2015,16/05/2015,1.6303518973838,1.41774533603302,1.84921111065553
Brazil,Gamma,25/04/2015,23/05/2015,1.34605663636141,1.18501788853622,1.53248939596735
Brazil,Gamma,02/05/2015,30/05/2015,1.15478862518405,1.06860741492848,1.27407824222708
Brazil,Gamma,09/05/2015,06/06/2015,0.968905129061854,0.929914730664774,1.02215209516718
Brazil,Gamma,16/05/2015,13/06/2015,0.801107112793756,0.77978907647448,0.827228457024204
Brazil,Gamma,23/05/2015,20/06/2015,0.71120713158804,0.680428099099998,0.758417652303841
Brazil,Gamma,30/05/2015,27/06/2015,0.671005054277949,0.621336236293361,0.734906208342114
Brazil,Gamma,06/06/2015,04/07/2015,0.707929505799015,0.643894715720483,0.781892921553301
Brazil,Gamma,13/06/2015,11/07/2015,0.83829914891141,0.762999943692496,0.914952056420972
Brazil,Gamma,20/06/2015,18/07/2015,1.02422618829121,0.954088732898969,1.08432954183677
Brazil,Gamma,27/06/2015,25/07/2015,1.13989961345961,1.09386661718086,1.18495597115921
Brazil,Gamma,04/07/2015,01/08/2015,1.13558098664607,1.08010258523965,1.18680144785788
Brazil,Gamma,11/07/2015,08/08/2015,1.04997094898238,1.00792218386972,1.09741937985301
Brazil,Gamma,18/07/2015,15/08/2015,0.894545564718765,0.872140517575381,0.920798575189412
Brazil,Gamma,25/07/2015,22/08/2015,0.706677017062376,0.686711653257678,0.732352679423632
