"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-03-04","0.00","74","83","67"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-03-05","0.00","73","85","68"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-03-06","0.00","63","79","60"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-03-07","0.00","65","68","59"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-03-08","0.17","67","72","61"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-03-09","0.00","69","79","64"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-03-10","0.00","72","80","64"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-03-11","0.00","72","79","68"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-03-12","0.00","66",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-03-13","0.97","67","75","63"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-03-14","0.01","71",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-03-15","0.01","70","79","67"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-03-16","2.71","70","77","67"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-03-17","0.00","69","76","66"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-03-18","0.00","72","81","66"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-03-19","0.00","72","81","68"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-03-20","0.00","74",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-03-21","0.00","78","87","68"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-03-22","0.00","77","83","73"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-03-23","0.00","75","84","73"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-03-24","2.02","74",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-03-25","0.00","77","85","71"
