coordinates,date,precipProbability,precipIntensity,avgTemp,humidity,pressure
19.1737;-96.1342,2016-11-12,0.14285714285714285,0.026128571428571428,24.790714285714287,0.7342857142857143,1015.9542857142858
19.1737;-96.1342,2016-11-19,0.14285714285714285,0.017057142857142858,23.027857142857144,0.7757142857142858,1019.3371428571429
19.1737;-96.1342,2016-11-26,0.0,0.0,25.15928571428571,0.7871428571428571,1012.08
19.1737;-96.1342,2016-12-03,0.2857142857142857,0.020314285714285712,25.041428571428575,0.8442857142857143,1012.7828571428571
19.1737;-96.1342,2016-12-10,0.2857142857142857,0.15711428571428573,23.792857142857144,0.8614285714285714,1017.4400000000002
19.1737;-96.1342,2016-12-17,0.14285714285714285,0.015242857142857143,22.275714285714287,0.8357142857142856,1019.1928571428571
19.1737;-96.1342,2016-12-24,0.2857142857142857,0.018142857142857145,24.195,0.8457142857142858,1018.2757142857142
19.1737;-96.1342,2016-12-31,0.0,0.0,23.997142857142858,0.8314285714285715,1012.172857142857
19.1737;-96.1342,2017-01-07,0.0,0.0,20.580714285714286,0.7414285714285714,1023.1114285714285
19.1737;-96.1342,2017-01-14,0.0,0.0,24.284285714285716,0.8128571428571428,1014.2171428571429
19.1737;-96.1342,2017-01-21,0.0,0.0,24.34285714285714,0.702857142857143,1012.5171428571429
19.1737;-96.1342,2017-01-28,0.14285714285714285,0.004714285714285714,21.21357142857143,0.7171428571428572,1020.2942857142858
19.1737;-96.1342,2017-02-04,0.14285714285714285,0.013428571428571429,23.999285714285712,0.8357142857142856,1016.1899999999999
19.1737;-96.1342,2017-02-11,0.0,0.0,23.857857142857142,0.812857142857143,1015.0785714285713
19.1737;-96.1342,2017-02-18,0.0,0.0,25.017142857142858,0.6842857142857143,1010.6442857142856
19.1737;-96.1342,2017-02-25,0.0,0.0,25.24214285714286,0.7842857142857141,1014.8257142857144
19.1737;-96.1342,2017-03-04,0.14285714285714285,0.19304285714285713,24.61142857142857,0.7857142857142857,1017.4685714285714
19.1737;-96.1342,2017-03-11,0.42857142857142855,0.27541428571428567,24.05,0.7857142857142857,1018.8471428571428
19.1737;-96.1342,2017-03-18,0.14285714285714285,0.0021714285714285715,23.690714285714286,0.7271428571428571,1019.1957142857143
19.1737;-96.1342,2017-03-25,0.0,0.0,26.512857142857143,0.7685714285714286,1009.5814285714285
19.1737;-96.1342,2017-04-01,0.0,0.0,26.83857142857143,0.7000000000000001,1010.3242857142857
19.1737;-96.1342,2017-04-08,0.14285714285714285,0.09542857142857143,25.815714285714286,0.7771428571428572,1014.6457142857143
19.1737;-96.1342,2017-04-15,0.2857142857142857,0.04425714285714285,25.566428571428574,0.767142857142857,1013.7342857142856
19.1737;-96.1342,2017-04-22,0.0,0.0,28.065,0.7057142857142856,1007.6928571428571
19.1737;-96.1342,2017-04-29,0.0,0.0,27.571428571428573,0.677142857142857,1010.0185714285714
19.1737;-96.1342,2017-05-06,0.0,0.0,26.88357142857143,0.7514285714285716,1011.8142857142857
19.1737;-96.1342,2017-05-13,0.14285714285714285,0.05841428571428571,29.095714285714287,0.7728571428571429,1008.59
19.1737;-96.1342,2017-05-20,0.0,0.0,30.25,0.7685714285714286,1008.6057142857143
19.1737;-96.1342,2017-05-27,0.7142857142857143,0.7003142857142857,27.185,0.8114285714285714,1011.3271428571428
19.1737;-96.1342,2017-06-03,0.0,0.0,29.299285714285716,0.7671428571428571,1009.4757142857143
19.1737;-96.1342,2017-06-10,0.42857142857142855,0.007971428571428572,28.04714285714286,0.7742857142857142,1010.8485714285714
19.1737;-96.1342,2017-06-17,0.0,0.0,28.20357142857143,0.7528571428571429,1008.7585714285715
19.1737;-96.1342,2017-06-24,0.42857142857142855,0.43034285714285714,27.665,0.8128571428571428,1012.482857142857
19.1737;-96.1342,2017-07-01,0.5714285714285714,0.47062857142857145,26.361428571428576,0.8371428571428572,1015.79
19.1737;-96.1342,2017-07-08,0.42857142857142855,0.22859999999999997,27.21285714285714,0.8171428571428571,1015.2042857142858
19.1737;-96.1342,2017-07-15,0.42857142857142855,0.10522857142857144,27.141428571428573,0.7871428571428571,1015.3100000000001
19.1737;-96.1342,2017-07-22,0.42857142857142855,0.023214285714285715,26.794285714285714,0.8200000000000001,1014.7014285714286
19.1737;-96.1342,2017-07-29,0.14285714285714285,0.005085714285714285,28.31142857142857,0.7742857142857142,1013.7299999999999
19.1737;-96.1342,2017-08-05,0.5714285714285714,0.10414285714285713,27.89285714285714,0.7957142857142857,1011.9071428571427
19.1737;-96.1342,2017-08-12,0.14285714285714285,0.010157142857142856,27.239285714285717,0.807142857142857,1013.2299999999999
19.1737;-96.1342,2017-08-19,0.0,0.0,27.31357142857143,0.7685714285714287,1012.117142857143
19.1737;-96.1342,2017-08-26,0.42857142857142855,0.10195714285714286,27.560714285714283,0.812857142857143,1011.2114285714285
19.1737;-96.1342,2017-09-02,0.7142857142857143,0.534142857142857,26.679285714285715,0.8457142857142859,1012.3985714285716
19.1737;-96.1342,2017-09-09,0.2857142857142857,0.06385714285714286,26.946428571428573,0.7728571428571429,1011.8385714285715
