coordinates,date,precipType,precipProbability,precipIntensity,precipIntensityMax,temperatureHigh,temperatureLow,humidity,pressure
-12.9711;-38.5108,2016-05-11,rain,NA,NA,NA,30,22.22,0.68,1015.34
-12.9711;-38.5108,2016-05-12,rain,NA,NA,NA,30,23.89,0.7,1015.49
-12.9711;-38.5108,2016-05-13,rain,NA,NA,NA,30,25,0.68,1015.93
-12.9711;-38.5108,2016-05-14,rain,NA,NA,NA,30,22.78,0.72,1017.19
-12.9711;-38.5108,2016-05-15,rain,NA,NA,NA,27.78,23.89,0.88,1017.53
-12.9711;-38.5108,2016-05-16,rain,NA,NA,NA,27.78,22.22,0.78,1017.48
-12.9711;-38.5108,2016-05-17,rain,NA,NA,NA,28.89,22.22,0.8,1015.26
-12.9711;-38.5108,2016-05-18,rain,NA,NA,NA,30,22.78,0.78,1014.68
-12.9711;-38.5108,2016-05-19,rain,NA,NA,NA,28.89,26.11,0.67,NA
-12.9711;-38.5108,2016-05-20,rain,NA,NA,NA,28.89,22.78,0.69,NA
-12.9711;-38.5108,2016-05-21,rain,NA,NA,NA,28.89,22.78,0.74,1017.44
