City,Date,Cases,Rain,Temp,Searches
Mexico-Veracruz_de_Ignacio_de_la_Llave,25/03/2017,1,65.4,22.4,9
Mexico-Veracruz_de_Ignacio_de_la_Llave,01/04/2017,0,35.3,24.6,85
Mexico-Veracruz_de_Ignacio_de_la_Llave,08/04/2017,0,35.3,24.6,24
Mexico-Veracruz_de_Ignacio_de_la_Llave,15/04/2017,0,35.3,24.6,21
Mexico-Veracruz_de_Ignacio_de_la_Llave,22/04/2017,3,35.3,24.6,28
Mexico-Veracruz_de_Ignacio_de_la_Llave,29/04/2017,1,35.3,24.6,16
Mexico-Veracruz_de_Ignacio_de_la_Llave,06/05/2017,0,110,26.1,14
Mexico-Veracruz_de_Ignacio_de_la_Llave,13/05/2017,0,110,26.1,21
Mexico-Veracruz_de_Ignacio_de_la_Llave,20/05/2017,0,110,26.1,31
Mexico-Veracruz_de_Ignacio_de_la_Llave,27/05/2017,0,110,26.1,14
Mexico-Veracruz_de_Ignacio_de_la_Llave,03/06/2017,1,181.7,25.8,7
Mexico-Veracruz_de_Ignacio_de_la_Llave,10/06/2017,0,181.7,25.8,12
Mexico-Veracruz_de_Ignacio_de_la_Llave,17/06/2017,1,181.7,25.8,8
Mexico-Veracruz_de_Ignacio_de_la_Llave,24/06/2017,4,181.7,25.8,67
Mexico-Veracruz_de_Ignacio_de_la_Llave,01/07/2017,0,245.1,24.5,62
Mexico-Veracruz_de_Ignacio_de_la_Llave,08/07/2017,0,245.1,24.5,15
Mexico-Veracruz_de_Ignacio_de_la_Llave,15/07/2017,2,245.1,24.5,23
Mexico-Veracruz_de_Ignacio_de_la_Llave,22/07/2017,0,245.1,24.5,4
Mexico-Veracruz_de_Ignacio_de_la_Llave,29/07/2017,1,245.1,24.5,17
Mexico-Veracruz_de_Ignacio_de_la_Llave,05/08/2017,1,199.7,25.5,11
Mexico-Veracruz_de_Ignacio_de_la_Llave,12/08/2017,1,199.7,25.5,5
Mexico-Veracruz_de_Ignacio_de_la_Llave,19/08/2017,1,199.7,25.5,17
Mexico-Veracruz_de_Ignacio_de_la_Llave,26/08/2017,2,199.7,25.5,18
Mexico-Veracruz_de_Ignacio_de_la_Llave,02/09/2017,1,429,24.4,16
Mexico-Veracruz_de_Ignacio_de_la_Llave,09/09/2017,2,429,24.4,12
Mexico-Veracruz_de_Ignacio_de_la_Llave,16/09/2017,7,429,24.4,9
