Entidad,Fecha,Altura,Busquedas,Precipitacion,Temp,Casos
Mexico-Veracruz_de_Ignacio_de_la_Llave,08/04/2017,10,41,35.3,24.6,0
Mexico-Veracruz_de_Ignacio_de_la_Llave,15/04/2017,10,32,35.3,24.6,3
Mexico-Veracruz_de_Ignacio_de_la_Llave,22/04/2017,10,44,35.3,24.6,1
Mexico-Veracruz_de_Ignacio_de_la_Llave,29/04/2017,10,14,35.3,24.6,0
Mexico-Veracruz_de_Ignacio_de_la_Llave,06/05/2017,10,17,110,26.1,0
Mexico-Veracruz_de_Ignacio_de_la_Llave,13/05/2017,10,12,110,26.1,0
Mexico-Veracruz_de_Ignacio_de_la_Llave,20/05/2017,10,22,110,26.1,0
Mexico-Veracruz_de_Ignacio_de_la_Llave,27/05/2017,10,18,110,26.1,1
Mexico-Veracruz_de_Ignacio_de_la_Llave,03/06/2017,10,11,181.7,25.8,0
Mexico-Veracruz_de_Ignacio_de_la_Llave,10/06/2017,10,30,181.7,25.8,1
Mexico-Veracruz_de_Ignacio_de_la_Llave,17/06/2017,10,16,181.7,25.8,4
Mexico-Veracruz_de_Ignacio_de_la_Llave,24/06/2017,10,43,181.7,25.8,0
Mexico-Veracruz_de_Ignacio_de_la_Llave,01/07/2017,10,44,245.1,24.5,0
Mexico-Veracruz_de_Ignacio_de_la_Llave,08/07/2017,10,24,245.1,24.5,2
Mexico-Veracruz_de_Ignacio_de_la_Llave,15/07/2017,10,12,245.1,24.5,0
Mexico-Veracruz_de_Ignacio_de_la_Llave,22/07/2017,10,11,245.1,24.5,1
Mexico-Veracruz_de_Ignacio_de_la_Llave,29/07/2017,10,14,245.1,24.5,1
Mexico-Veracruz_de_Ignacio_de_la_Llave,05/08/2017,10,16,199.7,25.5,1
Mexico-Veracruz_de_Ignacio_de_la_Llave,12/08/2017,10,14,199.7,25.5,1
Mexico-Veracruz_de_Ignacio_de_la_Llave,19/08/2017,10,25,199.7,25.5,2
Mexico-Veracruz_de_Ignacio_de_la_Llave,26/08/2017,10,17,199.7,25.5,1
