City,Searches,Rain,Temp,Cases
Mexico-Jalisco,4,35.3,18.6,0
Mexico-Jalisco,4,131.9,23.2,0
Mexico-Jalisco,12,247.4,22.7,4
Mexico-Jalisco,11,2.7,18.6,0
Mexico-Jalisco,7,14.6,22.5,16
Mexico-Jalisco,4,131.9,23.2,2
Mexico-Jalisco,24,19,22.4,0
Mexico-Jalisco,7,113,24.3,0
Mexico-Jalisco,13,2.9,18.2,3
Mexico-Jalisco,9,0.3,17.5,0
Mexico-Jalisco,10,6.5,21,1
Mexico-Jalisco,12,2.7,18.6,5
Mexico-Jalisco,25,27.8,19.9,0
Mexico-Jalisco,2,247.4,22.7,3
Mexico-Jalisco,6,113.7,22.9,1
Mexico-Jalisco,7,128.4,23.1,0
Mexico-Jalisco,16,233.3,23.3,4
Mexico-Jalisco,9,247.4,22.7,9
Mexico-Jalisco,10,113.7,22.9,1
Mexico-Jalisco,9,2.9,18.2,0
Mexico-Jalisco,19,19,22.4,1
Mexico-Jalisco,2,233.3,23.3,3
Mexico-Jalisco,7,131.9,23.2,3
Mexico-Jalisco,0,0.1,22.2,2
Mexico-Jalisco,20,51.8,25.3,0
Mexico-Jalisco,0,6.7,17.2,0
Mexico-Jalisco,8,101.8,25.5,2
Mexico-Jalisco,23,6.8,24.7,0
Mexico-Jalisco,11,233.3,23.3,5
Mexico-Jalisco,54,6.7,17.2,0
Mexico-Jalisco,6,113.7,22.9,3
Mexico-Jalisco,0,233.3,23.3,5
Mexico-Jalisco,100,6.7,17.2,0
Mexico-Jalisco,20,266.8,23.6,0
Mexico-Jalisco,5,45.5,19.7,2
Mexico-Jalisco,9,128.4,23.1,1
Mexico-Jalisco,10,0.9,20,4
Mexico-Jalisco,7,45.5,19.7,3
Mexico-Jalisco,5,101.8,25.5,2
Mexico-Jalisco,4,6.8,24.7,0
Mexico-Jalisco,16,19,22.4,0
Mexico-Jalisco,7,113,24.3,0
Mexico-Jalisco,4,233.3,23.3,4
Mexico-Jalisco,6,0.3,17.5,0
Mexico-Jalisco,11,2.7,18.6,2
Mexico-Jalisco,8,14.6,22.5,4
Mexico-Jalisco,3,2.7,18.6,3
Mexico-Jalisco,16,0.1,22.2,0
Mexico-Jalisco,24,27.8,19.9,0
Mexico-Jalisco,9,0.3,17.5,1
Mexico-Jalisco,7,113.7,22.9,5
Mexico-Jalisco,22,0.8,18.8,1
Mexico-Jalisco,9,51.8,25.3,1
Mexico-Jalisco,6,59.4,21.8,10
Mexico-Jalisco,11,59.4,21.8,7
Mexico-Jalisco,9,6.5,21,0
Mexico-Jalisco,10,45.5,19.7,3
Mexico-Jalisco,7,247.4,22.7,11
Mexico-Jalisco,30,0.8,18.8,0
Mexico-Jalisco,10,101.8,25.5,0
Mexico-Jalisco,44,0.8,18.8,0
Mexico-Jalisco,13,266.8,23.6,8
Mexico-Jalisco,2,247.4,22.7,11
Mexico-Jalisco,70,6.7,17.2,0
Mexico-Oaxaca,0,21.4,23,0
Mexico-Oaxaca,0,5.7,23.2,0
Mexico-Oaxaca,72,5.7,23.2,1
Mexico-Oaxaca,42,355.6,26,2
Mexico-Oaxaca,55,164.2,26.2,12
Mexico-Oaxaca,43,28,25.6,0
Mexico-Oaxaca,0,13.3,23,0
Mexico-Oaxaca,25,207,25.5,0
Mexico-Oaxaca,13,21.4,23,0
Mexico-Oaxaca,30,44.4,24.3,47
Mexico-Oaxaca,16,35.7,28.2,5
Mexico-Oaxaca,48,164.2,26.2,1
Mexico-Oaxaca,0,28,25.6,0
Mexico-Oaxaca,84,212.3,25.6,28
Mexico-Oaxaca,20,207,25.5,0
Mexico-Oaxaca,16,21.4,23,0
Mexico-Oaxaca,4,13.3,23,0
Mexico-Oaxaca,19,28,25.6,0
Mexico-Oaxaca,71,16.4,24.3,0
Mexico-Oaxaca,55,212.3,25.6,54
Mexico-Oaxaca,49,27.8,23.5,0
Mexico-Oaxaca,55,45.3,25.2,4
Mexico-Oaxaca,92,156.8,26.7,0
Mexico-Oaxaca,0,34.7,23.3,0
Mexico-Oaxaca,35,45.3,25.2,3
Mexico-Oaxaca,48,44.4,24.3,0
Mexico-Oaxaca,43,44.4,24.3,2
Mexico-Oaxaca,0,5.1,22.4,0
Mexico-Oaxaca,38,187.6,26.3,44
Mexico-Oaxaca,0,156.8,26.7,0
Mexico-Oaxaca,35,35.7,28.2,2
Mexico-Oaxaca,30,19.9,27.2,9
Mexico-Oaxaca,7,141.8,24.4,0
Mexico-Oaxaca,47,16.4,24.3,1
Mexico-Oaxaca,61,19.9,27.2,3
Mexico-Oaxaca,11,187.6,26.3,10
Mexico-Oaxaca,12,8.8,21.9,0
Mexico-Oaxaca,0,13.3,23,0
Mexico-Oaxaca,15,78.9,25.1,0
Mexico-Oaxaca,51,9.1,21.9,25
Mexico-Oaxaca,0,141.8,24.4,0
Mexico-Oaxaca,26,21.4,23,0
Mexico-Oaxaca,30,164.2,26.2,40
Mexico-Oaxaca,15,320,24.8,0
Mexico-Oaxaca,14,34.7,23.3,0
Mexico-Oaxaca,33,44.4,24.3,0
Mexico-Oaxaca,27,164.2,26.2,8
Mexico-Oaxaca,68,19.9,27.2,6
Mexico-Oaxaca,32,187.6,26.3,1
Mexico-Oaxaca,0,5.7,23.2,0
Mexico-Oaxaca,24,5.1,22.4,0
Mexico-Oaxaca,100,16.4,24.3,0
Mexico-Oaxaca,58,34.7,23.3,0
Mexico-Oaxaca,25,45.3,25.2,0
Mexico-Oaxaca,6,320,24.8,1
Mexico-Oaxaca,36,203.2,24.9,73
Mexico-Oaxaca,66,212.3,25.6,5
Mexico-Oaxaca,0,183,25.5,0
Mexico-Oaxaca,0,320,24.8,0
Mexico-Oaxaca,44,203.2,24.9,3
Mexico-Oaxaca,0,5.7,23.2,0
Mexico-Oaxaca,68,19.9,27.2,3
Mexico-Oaxaca,23,183,25.5,0
Mexico-Oaxaca,37,164.2,26.2,11
Mexico-Oaxaca,0,28,25.6,0
Mexico-Oaxaca,17,35.7,28.2,16
Mexico-Oaxaca,15,8.8,21.9,0
Mexico-Oaxaca,89,355.6,26,0
Mexico-Oaxaca,42,156.8,26.7,0
Mexico-Oaxaca,63,183,25.5,0
Mexico-Oaxaca,100,8.8,21.9,17
Mexico-Oaxaca,31,203.2,24.9,0
Mexico-Oaxaca,12,183,25.5,0
Mexico-Oaxaca,86,8.8,21.9,0
Mexico-Oaxaca,0,207,25.5,0
Mexico-Oaxaca,29,27.8,23.5,3
Mexico-Oaxaca,65,212.3,25.6,1
Mexico-Oaxaca,5,13.3,23,0
Mexico-Oaxaca,53,27.8,23.5,0
Mexico-Oaxaca,0,355.6,26,0
Mexico-Oaxaca,23,156.8,26.7,0
Mexico-Oaxaca,48,19.9,27.2,3
Mexico-Oaxaca,35,187.6,26.3,11
Mexico-Oaxaca,23,183,25.5,0
Mexico-Oaxaca,16,5.1,22.4,0
Mexico-Oaxaca,17,34.7,23.3,2
Mexico-Oaxaca,41,44.4,24.3,0
Mexico-Oaxaca,0,34.7,23.3,0
Mexico-Oaxaca,26,28,25.6,0
Mexico-Oaxaca,13,45.3,25.2,16
Mexico-Oaxaca,0,5.1,22.4,0
Mexico-Oaxaca,66,203.2,24.9,2
Mexico-Oaxaca,16,9.1,21.9,4
Mexico-Oaxaca,47,35.7,28.2,4
Mexico-Oaxaca,0,141.8,24.4,0
Mexico-Oaxaca,0,141.8,24.4,0
Mexico-Oaxaca,95,16.4,24.3,0
Mexico-Oaxaca,10,27.8,23.5,0
Mexico-Oaxaca,12,320,24.8,0
Mexico-Oaxaca,51,9.1,21.9,2
Mexico-Oaxaca,0,355.6,26,0
Mexico-Oaxaca,100,9.1,21.9,4
Mexico-Oaxaca,0,207,25.5,0
Mexico-Oaxaca,9,320,24.8,0
Mexico-Oaxaca,69,8.8,21.9,4
Mexico-Zacatecas,19,16.7,12.9,0
Mexico-Zacatecas,0,1.3,14.4,0
Mexico-Zacatecas,0,1.3,14.4,0
Mexico-Zacatecas,0,30.7,22.8,0
Mexico-Zacatecas,0,119.1,20.5,0
Mexico-Zacatecas,0,2.6,18.7,0
Mexico-Zacatecas,0,0.3,15.8,0
Mexico-Zacatecas,48,113.5,20.7,0
Mexico-Zacatecas,0,16.7,12.9,0
Mexico-Zacatecas,6,9.2,17.9,0
Mexico-Zacatecas,31,18.2,21.7,0
Mexico-Zacatecas,0,119.1,20.5,0
Mexico-Zacatecas,0,2.6,18.7,0
Mexico-Zacatecas,0,145.7,20,0
Mexico-Zacatecas,39,113.5,20.7,0
Mexico-Zacatecas,0,16.7,12.9,0
Mexico-Zacatecas,0,0.3,15.8,0
Mexico-Zacatecas,0,2.6,18.7,0
Mexico-Zacatecas,0,18.8,16.9,0
Mexico-Zacatecas,0,145.7,20,0
Mexico-Zacatecas,18,25.1,15,0
Mexico-Zacatecas,0,17.6,15.8,0
Mexico-Zacatecas,0,10.7,21.9,0
Mexico-Zacatecas,0,10.4,14.3,0
Mexico-Zacatecas,0,17.6,15.8,0
Mexico-Zacatecas,0,9.2,17.9,0
Mexico-Zacatecas,0,9.2,17.9,0
Mexico-Zacatecas,0,0.4,13.5,0
Mexico-Zacatecas,0,72,21,0
Mexico-Zacatecas,0,10.7,21.9,0
Mexico-Zacatecas,0,18.2,21.7,0
Mexico-Zacatecas,14,3.8,18.5,0
Mexico-Zacatecas,0,16.3,17.7,0
Mexico-Zacatecas,0,18.8,16.9,0
Mexico-Zacatecas,0,3.8,18.5,0
Mexico-Zacatecas,0,72,21,0
Mexico-Zacatecas,22,4.5,10.6,0
Mexico-Zacatecas,10,0.3,15.8,0
Mexico-Zacatecas,0,16.4,17,0
Mexico-Zacatecas,8,6.9,14.2,0
Mexico-Zacatecas,0,16.3,17.7,0
Mexico-Zacatecas,0,16.7,12.9,0
Mexico-Zacatecas,7,119.1,20.5,0
Mexico-Zacatecas,0,111.3,18.9,0
Mexico-Zacatecas,0,10.4,14.3,0
Mexico-Zacatecas,0,9.2,17.9,0
Mexico-Zacatecas,23,119.1,20.5,0
Mexico-Zacatecas,0,3.8,18.5,0
Mexico-Zacatecas,13,72,21,0
Mexico-Zacatecas,0,1.3,14.4,0
Mexico-Zacatecas,0,0.4,13.5,0
Mexico-Zacatecas,0,18.8,16.9,0
Mexico-Zacatecas,0,10.4,14.3,0
Mexico-Zacatecas,31,17.6,15.8,0
Mexico-Zacatecas,0,111.3,18.9,0
Mexico-Zacatecas,5,77.8,19.3,0
Mexico-Zacatecas,0,145.7,20,0
Mexico-Zacatecas,0,134.1,20.3,0
Mexico-Zacatecas,0,111.3,18.9,0
Mexico-Zacatecas,5,77.8,19.3,0
Mexico-Zacatecas,0,1.3,14.4,0
Mexico-Zacatecas,89,3.8,18.5,0
Mexico-Zacatecas,0,134.1,20.3,0
Mexico-Zacatecas,0,119.1,20.5,0
Mexico-Zacatecas,0,2.6,18.7,0
Mexico-Zacatecas,0,18.2,21.7,0
Mexico-Zacatecas,0,4.5,10.6,0
Mexico-Zacatecas,0,30.7,22.8,0
Mexico-Zacatecas,0,10.7,21.9,0
Mexico-Zacatecas,0,134.1,20.3,0
Mexico-Zacatecas,40,4.5,10.6,0
Mexico-Zacatecas,0,77.8,19.3,0
Mexico-Zacatecas,24,134.1,20.3,0
Mexico-Zacatecas,60,4.5,10.6,0
Mexico-Zacatecas,26,113.5,20.7,0
Mexico-Zacatecas,9,25.1,15,0
Mexico-Zacatecas,6,145.7,20,0
Mexico-Zacatecas,0,0.3,15.8,0
Mexico-Zacatecas,0,25.1,15,0
Mexico-Zacatecas,0,30.7,22.8,0
Mexico-Zacatecas,0,10.7,21.9,0
Mexico-Zacatecas,0,3.8,18.5,0
Mexico-Zacatecas,0,72,21,0
Mexico-Zacatecas,0,134.1,20.3,0
Mexico-Zacatecas,0,0.4,13.5,0
Mexico-Zacatecas,0,10.4,14.3,0
Mexico-Zacatecas,0,9.2,17.9,1
Mexico-Zacatecas,0,10.4,14.3,0
Mexico-Zacatecas,0,2.6,18.7,0
Mexico-Zacatecas,0,17.6,15.8,0
Mexico-Zacatecas,0,0.4,13.5,0
Mexico-Zacatecas,0,77.8,19.3,0
Mexico-Zacatecas,7,6.9,14.2,0
Mexico-Zacatecas,23,18.2,21.7,0
Mexico-Zacatecas,0,16.3,17.7,0
Mexico-Zacatecas,0,16.3,17.7,0
Mexico-Zacatecas,0,18.8,16.9,0
Mexico-Zacatecas,0,25.1,15,0
Mexico-Zacatecas,0,111.3,18.9,0
Mexico-Zacatecas,20,6.9,14.2,0
Mexico-Zacatecas,0,30.7,22.8,0
Mexico-Zacatecas,28,6.9,14.2,0
Mexico-Zacatecas,0,113.5,20.7,0
Mexico-Zacatecas,16,111.3,18.9,0
Mexico-Zacatecas,27,4.5,10.6,0
Mexico-Chihuahua,0,7.4,11.1,0
Mexico-Chihuahua,0,8.1,13.9,0
Mexico-Chihuahua,0,8.1,13.9,0
Mexico-Chihuahua,11,20.6,26.9,0
Mexico-Chihuahua,3,110,26.4,0
Mexico-Chihuahua,0,3.4,20.4,0
Mexico-Chihuahua,0,1.7,16.9,0
Mexico-Chihuahua,0,122.1,23.6,0
Mexico-Chihuahua,0,7.4,11.1,0
Mexico-Chihuahua,2,10.3,20.6,0
Mexico-Chihuahua,5,11.7,22.5,0
Mexico-Chihuahua,2,110,26.4,0
Mexico-Chihuahua,0,3.4,20.4,0
Mexico-Chihuahua,3,190.8,23.7,0
Mexico-Chihuahua,0,122.1,23.6,0
Mexico-Chihuahua,0,7.4,11.1,0
Mexico-Chihuahua,2,1.7,16.9,0
Mexico-Chihuahua,0,3.4,20.4,0
Mexico-Chihuahua,0,6.1,17.6,0
Mexico-Chihuahua,2,190.8,23.7,0
Mexico-Chihuahua,0,6.5,15.2,0
Mexico-Chihuahua,31,7.6,16.9,0
Mexico-Chihuahua,0,10.4,22.5,0
Mexico-Chihuahua,0,19.3,12.5,0
Mexico-Chihuahua,15,7.6,16.9,0
Mexico-Chihuahua,2,10.3,20.6,0
Mexico-Chihuahua,2,10.3,20.6,0
Mexico-Chihuahua,0,12.3,11.7,0
Mexico-Chihuahua,10,56.8,26.1,0
Mexico-Chihuahua,0,10.4,22.5,0
Mexico-Chihuahua,10,11.7,22.5,0
Mexico-Chihuahua,9,7.1,19.4,0
Mexico-Chihuahua,2,14.4,20.5,0
Mexico-Chihuahua,0,6.1,17.6,0
Mexico-Chihuahua,18,7.1,19.4,0
Mexico-Chihuahua,0,56.8,26.1,0
Mexico-Chihuahua,6,5.8,9.5,0
Mexico-Chihuahua,0,1.7,16.9,0
Mexico-Chihuahua,0,32.6,14.9,0
Mexico-Chihuahua,22,0.5,13.8,0
Mexico-Chihuahua,0,14.4,20.5,0
Mexico-Chihuahua,0,7.4,11.1,0
Mexico-Chihuahua,2,110,26.4,0
Mexico-Chihuahua,4,58.8,22.9,0
Mexico-Chihuahua,0,19.3,12.5,0
Mexico-Chihuahua,4,10.3,20.6,0
Mexico-Chihuahua,0,110,26.4,0
Mexico-Chihuahua,15,7.1,19.4,0
Mexico-Chihuahua,4,56.8,26.1,0
Mexico-Chihuahua,0,8.1,13.9,0
Mexico-Chihuahua,0,12.3,11.7,0
Mexico-Chihuahua,0,6.1,17.6,0
Mexico-Chihuahua,6,19.3,12.5,0
Mexico-Chihuahua,27,7.6,16.9,0
Mexico-Chihuahua,7,58.8,22.9,0
Mexico-Chihuahua,3,85.9,23.1,0
Mexico-Chihuahua,11,190.8,23.7,0
Mexico-Chihuahua,0,153.3,24.6,0
Mexico-Chihuahua,0,58.8,22.9,0
Mexico-Chihuahua,3,85.9,23.1,0
Mexico-Chihuahua,0,8.1,13.9,0
Mexico-Chihuahua,33,7.1,19.4,0
Mexico-Chihuahua,0,153.3,24.6,0
Mexico-Chihuahua,6,110,26.4,0
Mexico-Chihuahua,0,3.4,20.4,0
Mexico-Chihuahua,18,11.7,22.5,0
Mexico-Chihuahua,0,5.8,9.5,0
Mexico-Chihuahua,12,20.6,26.9,0
Mexico-Chihuahua,0,10.4,22.5,0
Mexico-Chihuahua,0,153.3,24.6,0
Mexico-Chihuahua,45,5.8,9.5,0
Mexico-Chihuahua,3,85.9,23.1,0
Mexico-Chihuahua,0,153.3,24.6,0
Mexico-Chihuahua,6,5.8,9.5,0
Mexico-Chihuahua,0,122.1,23.6,0
Mexico-Chihuahua,3,6.5,15.2,0
Mexico-Chihuahua,7,190.8,23.7,0
Mexico-Chihuahua,0,1.7,16.9,0
Mexico-Chihuahua,8,6.5,15.2,0
Mexico-Chihuahua,0,20.6,26.9,0
Mexico-Chihuahua,0,10.4,22.5,0
Mexico-Chihuahua,8,7.1,19.4,0
Mexico-Chihuahua,6,56.8,26.1,0
Mexico-Chihuahua,12,153.3,24.6,0
Mexico-Chihuahua,9,12.3,11.7,0
Mexico-Chihuahua,0,19.3,12.5,0
Mexico-Chihuahua,3,10.3,20.6,0
Mexico-Chihuahua,0,19.3,12.5,0
Mexico-Chihuahua,0,3.4,20.4,0
Mexico-Chihuahua,28,7.6,16.9,0
Mexico-Chihuahua,0,12.3,11.7,0
Mexico-Chihuahua,4,85.9,23.1,0
Mexico-Chihuahua,4,0.5,13.8,0
Mexico-Chihuahua,0,11.7,22.5,0
Mexico-Chihuahua,0,14.4,20.5,0
Mexico-Chihuahua,4,14.4,20.5,0
Mexico-Chihuahua,0,6.1,17.6,0
Mexico-Chihuahua,0,6.5,15.2,0
Mexico-Chihuahua,0,58.8,22.9,0
Mexico-Chihuahua,18,0.5,13.8,0
Mexico-Chihuahua,0,20.6,26.9,0
Mexico-Chihuahua,36,0.5,13.8,0
Mexico-Chihuahua,18,122.1,23.6,0
Mexico-Chihuahua,4,58.8,22.9,0
Mexico-Chihuahua,20,5.8,9.5,0
Mexico-Guanajuato,0,9.9,16,0
Mexico-Guanajuato,0,1.5,17,0
Mexico-Guanajuato,0,1.5,17,0
Mexico-Guanajuato,0,108.3,22.9,0
Mexico-Guanajuato,7,173,21,0
Mexico-Guanajuato,0,6,20.7,0
Mexico-Guanajuato,4,0.3,17.1,0
Mexico-Guanajuato,5,131.4,21.1,0
Mexico-Guanajuato,0,9.9,16,0
Mexico-Guanajuato,3,19.4,19.4,0
Mexico-Guanajuato,10,42.2,23.7,0
Mexico-Guanajuato,2,173,21,0
Mexico-Guanajuato,0,6,20.7,0
Mexico-Guanajuato,5,218.3,20.8,0
Mexico-Guanajuato,12,131.4,21.1,0
Mexico-Guanajuato,0,9.9,16,0
Mexico-Guanajuato,4,0.3,17.1,0
Mexico-Guanajuato,4,6,20.7,0
Mexico-Guanajuato,0,14.2,19,0
Mexico-Guanajuato,7,218.3,20.8,0
Mexico-Guanajuato,11,25,16.9,0
Mexico-Guanajuato,31,25,18.1,0
Mexico-Guanajuato,0,17.2,23.5,0
Mexico-Guanajuato,0,1.3,16.8,0
Mexico-Guanajuato,31,25,18.1,0
Mexico-Guanajuato,3,19.4,19.4,0
Mexico-Guanajuato,3,19.4,19.4,0
Mexico-Guanajuato,0,0.2,15.5,0
Mexico-Guanajuato,5,104.1,21.9,0
Mexico-Guanajuato,0,17.2,23.5,0
Mexico-Guanajuato,10,42.2,23.7,0
Mexico-Guanajuato,6,10,21.1,0
Mexico-Guanajuato,6,14.6,18.8,0
Mexico-Guanajuato,0,14.2,19,0
Mexico-Guanajuato,18,10,21.1,0
Mexico-Guanajuato,0,104.1,21.9,0
Mexico-Guanajuato,5,7.4,14.2,0
Mexico-Guanajuato,2,0.3,17.1,0
Mexico-Guanajuato,25,5.5,18.8,0
Mexico-Guanajuato,14,4.1,15.6,0
Mexico-Guanajuato,4,14.6,18.8,0
Mexico-Guanajuato,0,9.9,16,0
Mexico-Guanajuato,0,173,21,0
Mexico-Guanajuato,9,143.7,20.1,0
Mexico-Guanajuato,6,1.3,16.8,0
Mexico-Guanajuato,0,19.4,19.4,0
Mexico-Guanajuato,0,173,21,0
Mexico-Guanajuato,15,10,21.1,0
Mexico-Guanajuato,3,104.1,21.9,0
Mexico-Guanajuato,13,1.5,17,0
Mexico-Guanajuato,5,0.2,15.5,0
Mexico-Guanajuato,0,14.2,19,0
Mexico-Guanajuato,0,1.3,16.8,0
Mexico-Guanajuato,7,25,18.1,0
Mexico-Guanajuato,0,143.7,20.1,0
Mexico-Guanajuato,7,61.5,20.5,0
Mexico-Guanajuato,2,218.3,20.8,0
Mexico-Guanajuato,9,173.7,20.5,0
Mexico-Guanajuato,10,143.7,20.1,0
Mexico-Guanajuato,6,61.5,20.5,0
Mexico-Guanajuato,18,1.5,17,0
Mexico-Guanajuato,50,10,21.1,0
Mexico-Guanajuato,0,173.7,20.5,0
Mexico-Guanajuato,9,173,21,0
Mexico-Guanajuato,0,6,20.7,0
Mexico-Guanajuato,20,42.2,23.7,0
Mexico-Guanajuato,0,7.4,14.2,0
Mexico-Guanajuato,0,108.3,22.9,0
Mexico-Guanajuato,33,17.2,23.5,0
Mexico-Guanajuato,0,173.7,20.5,0
Mexico-Guanajuato,40,7.4,14.2,0
Mexico-Guanajuato,2,61.5,20.5,0
Mexico-Guanajuato,0,173.7,20.5,0
Mexico-Guanajuato,22,7.4,14.2,0
Mexico-Guanajuato,5,131.4,21.1,0
Mexico-Guanajuato,0,25,16.9,0
Mexico-Guanajuato,5,218.3,20.8,0
Mexico-Guanajuato,2,0.3,17.1,0
Mexico-Guanajuato,0,25,16.9,0
Mexico-Guanajuato,11,108.3,22.9,0
Mexico-Guanajuato,0,17.2,23.5,0
Mexico-Guanajuato,6,10,21.1,0
Mexico-Guanajuato,0,104.1,21.9,0
Mexico-Guanajuato,0,173.7,20.5,0
Mexico-Guanajuato,13,0.2,15.5,0
Mexico-Guanajuato,0,1.3,16.8,0
Mexico-Guanajuato,4,19.4,19.4,0
Mexico-Guanajuato,0,1.3,16.8,0
Mexico-Guanajuato,11,6,20.7,0
Mexico-Guanajuato,27,25,18.1,0
Mexico-Guanajuato,0,0.2,15.5,0
Mexico-Guanajuato,3,61.5,20.5,0
Mexico-Guanajuato,18,4.1,15.6,0
Mexico-Guanajuato,5,42.2,23.7,0
Mexico-Guanajuato,2,14.6,18.8,0
Mexico-Guanajuato,8,14.6,18.8,0
Mexico-Guanajuato,0,14.2,19,0
Mexico-Guanajuato,4,25,16.9,0
Mexico-Guanajuato,20,143.7,20.1,0
Mexico-Guanajuato,17,4.1,15.6,0
Mexico-Guanajuato,0,108.3,22.9,0
Mexico-Guanajuato,24,4.1,15.6,0
Mexico-Guanajuato,0,131.4,21.1,0
Mexico-Guanajuato,3,143.7,20.1,0
Mexico-Guanajuato,44,7.4,14.2,0
Mexico-Baja_California,4,24.2,11.8,0
Mexico-Baja_California,10,44.9,15.5,0
Mexico-Baja_California,18,44.9,15.5,0
Mexico-Baja_California,0,0.2,26.4,1
Mexico-Baja_California,0,26.1,29,0
Mexico-Baja_California,9,0,20.4,0
Mexico-Baja_California,0,1.4,19.2,0
Mexico-Baja_California,0,7.1,29,0
Mexico-Baja_California,5,24.2,11.8,0
Mexico-Baja_California,4,0.6,24.4,0
Mexico-Baja_California,3,2.7,20.2,0
Mexico-Baja_California,3,26.1,29,0
Mexico-Baja_California,12,0,20.4,0
Mexico-Baja_California,5,31,28.8,0
Mexico-Baja_California,0,7.1,29,0
Mexico-Baja_California,0,24.2,11.8,0
Mexico-Baja_California,2,1.4,19.2,0
Mexico-Baja_California,12,0,20.4,0
Mexico-Baja_California,0,1.4,19.2,0
Mexico-Baja_California,10,31,28.8,0
Mexico-Baja_California,0,4.4,19.8,0
Mexico-Baja_California,28,14.7,17.7,0
Mexico-Baja_California,0,7.9,22.7,0
Mexico-Baja_California,5,45.4,14.6,0
Mexico-Baja_California,12,14.7,17.7,0
Mexico-Baja_California,2,0.6,24.4,0
Mexico-Baja_California,0,0.6,24.4,0
Mexico-Baja_California,5,53.6,13.7,0
Mexico-Baja_California,12,9,27.3,0
Mexico-Baja_California,8,7.9,22.7,0
Mexico-Baja_California,9,2.7,20.2,0
Mexico-Baja_California,18,13.9,19.3,0
Mexico-Baja_California,1,0,23.2,0
Mexico-Baja_California,0,1.4,19.2,0
Mexico-Baja_California,16,13.9,19.3,0
Mexico-Baja_California,4,9,27.3,0
Mexico-Baja_California,4,44.3,13.8,0
Mexico-Baja_California,0,1.4,19.2,0
Mexico-Baja_California,6,20,16.1,0
Mexico-Baja_California,13,0.1,18.8,0
Mexico-Baja_California,0,0,23.2,0
Mexico-Baja_California,0,24.2,11.8,0
Mexico-Baja_California,0,26.1,29,0
Mexico-Baja_California,6,9.6,25.5,0
Mexico-Baja_California,0,45.4,14.6,0
Mexico-Baja_California,6,0.6,24.4,0
Mexico-Baja_California,3,26.1,29,0
Mexico-Baja_California,21,13.9,19.3,0
Mexico-Baja_California,7,9,27.3,0
Mexico-Baja_California,13,44.9,15.5,0
Mexico-Baja_California,5,53.6,13.7,0
Mexico-Baja_California,31,1.4,19.2,0
Mexico-Baja_California,5,45.4,14.6,0
Mexico-Baja_California,20,14.7,17.7,0
Mexico-Baja_California,0,9.6,25.5,1
Mexico-Baja_California,3,26.7,25.9,0
Mexico-Baja_California,2,31,28.8,0
Mexico-Baja_California,8,2.9,29.3,0
Mexico-Baja_California,9,9.6,25.5,0
Mexico-Baja_California,3,26.7,25.9,0
Mexico-Baja_California,35,44.9,15.5,0
Mexico-Baja_California,14,13.9,19.3,0
Mexico-Baja_California,0,2.9,29.3,0
Mexico-Baja_California,4,26.1,29,0
Mexico-Baja_California,0,0,20.4,0
Mexico-Baja_California,9,2.7,20.2,0
Mexico-Baja_California,0,44.3,13.8,0
Mexico-Baja_California,9,0.2,26.4,0
Mexico-Baja_California,16,7.9,22.7,0
Mexico-Baja_California,0,2.9,29.3,0
Mexico-Baja_California,48,44.3,13.8,0
Mexico-Baja_California,0,26.7,25.9,0
Mexico-Baja_California,0,2.9,29.3,0
Mexico-Baja_California,34,44.3,13.8,0
Mexico-Baja_California,0,7.1,29,0
Mexico-Baja_California,0,4.4,19.8,0
Mexico-Baja_California,1,31,28.8,0
Mexico-Baja_California,2,1.4,19.2,0
Mexico-Baja_California,14,4.4,19.8,0
Mexico-Baja_California,0,0.2,26.4,0
Mexico-Baja_California,0,7.9,22.7,0
Mexico-Baja_California,11,13.9,19.3,0
Mexico-Baja_California,4,9,27.3,0
Mexico-Baja_California,0,2.9,29.3,0
Mexico-Baja_California,12,53.6,13.7,0
Mexico-Baja_California,0,45.4,14.6,0
Mexico-Baja_California,4,0.6,24.4,0
Mexico-Baja_California,6,45.4,14.6,0
Mexico-Baja_California,22,0,20.4,1
Mexico-Baja_California,40,14.7,17.7,0
Mexico-Baja_California,19,53.6,13.7,1
Mexico-Baja_California,8,26.7,25.9,0
Mexico-Baja_California,11,0.1,18.8,0
Mexico-Baja_California,2,2.7,20.2,0
Mexico-Baja_California,4,0,23.2,0
Mexico-Baja_California,6,0,23.2,0
Mexico-Baja_California,19,1.4,19.2,0
Mexico-Baja_California,12,4.4,19.8,0
Mexico-Baja_California,5,9.6,25.5,0
Mexico-Baja_California,22,0.1,18.8,0
Mexico-Baja_California,0,0.2,26.4,0
Mexico-Baja_California,27,0.1,18.8,0
Mexico-Baja_California,0,7.1,29,0
Mexico-Baja_California,6,9.6,25.5,0
Mexico-Baja_California,22,44.3,13.8,0
Mexico-Tabasco,0,282.6,26.5,0
Mexico-Tabasco,100,32.4,26,3
Mexico-Tabasco,0,32.4,26,0
Mexico-Tabasco,25,285.5,28.5,0
Mexico-Tabasco,35,152.1,29,6
Mexico-Tabasco,0,97.6,28.7,0
Mexico-Tabasco,11,98.2,25.1,1
Mexico-Tabasco,30,207.3,28.7,0
Mexico-Tabasco,0,282.6,26.5,0
Mexico-Tabasco,80,192.5,27.3,35
Mexico-Tabasco,20,84,30.3,2
Mexico-Tabasco,24,152.1,29,2
