originalFile,r0
CatemacoWolbachia_HET 296297.xml,0.333333333
CatemacoWolbachia_HET 296297.xml,0.333333333
CatemacoWolbachia_HET 296297.xml,0.5
CatemacoWolbachia_HET 296297.xml,0
CatemacoWolbachia_HET 296297.xml,0.666666667
CatemacoWolbachia_HET 296297.xml,0.333333333
CatemacoWolbachia_HET 296297.xml,1.833333333
CatemacoWolbachia_HET 296297.xml,0.333333333
CatemacoWolbachia_HET 296297.xml,1.666666667
CatemacoWolbachia_HET 312999.xml,1
CatemacoWolbachia_HET 312999.xml,0.75
CatemacoWolbachia_HET 312999.xml,0.75
CatemacoWolbachia_HET 312999.xml,1.333333333
CatemacoWolbachia_HET 312999.xml,0.75
CatemacoWolbachia_HET 312999.xml,1.285714286
CatemacoWolbachia_HET 312999.xml,1.571428571
CatemacoWolbachia_HET 312999.xml,0
CatemacoWolbachia_HET 312999.xml,0
CatemacoWolbachia_HET 312999.xml,0.333333333
CatemacoWolbachia_HET 325213.xml,1
CatemacoWolbachia_HET 325213.xml,1.5
CatemacoWolbachia_HET 325213.xml,0.8
CatemacoWolbachia_HET 325213.xml,0.666666667
CatemacoWolbachia_HET 325213.xml,0.6
CatemacoWolbachia_HET 325213.xml,1.25
CatemacoWolbachia_HET 325213.xml,1
CatemacoWolbachia_HET 325213.xml,1
CatemacoWolbachia_HET 325213.xml,0.5
CatemacoWolbachia_HET 325213.xml,0.333333333
CatemacoWolbachia_HET 375267.xml,1.25
CatemacoWolbachia_HET 375267.xml,0.5
CatemacoWolbachia_HET 375267.xml,1.333333333
CatemacoWolbachia_HET 375267.xml,1.166666667
CatemacoWolbachia_HET 375267.xml,1
CatemacoWolbachia_HET 375267.xml,1.2
CatemacoWolbachia_HET 375267.xml,0.333333333
CatemacoWolbachia_HET 375267.xml,0.8
CatemacoWolbachia_HET 375267.xml,1
CatemacoWolbachia_HET 375267.xml,2.2
CatemacoWolbachia_HET 386384.xml,1.75
CatemacoWolbachia_HET 386384.xml,1
CatemacoWolbachia_HET 386384.xml,2
